business_units,sub_unit,accounts,amount
A,000052,credit_card_fee,-5904
A,000052,customer_loyalty,-368
A,000052,equipment_lease,-108
A,000052,income _allowances,125324
A,000052,insurance,-3507
A,000052,it_maintenance,-191
A,000052,maintenance,-4004
A,000052,materials,-5144
A,000052,net_sales,764546
A,000052,others,-895
A,000052,others_incomes,542
A,000052,re_incomes,1259
A,000052,rent,-16256
A,000052,shrinkage,-24420
A,000052,third_party_service,-556
A,000052,transportation_cost,-10749
A,000052,utilities,-20959
A,000052,wage,-59175
A,000053,advertising,-3358
A,000053,cogs,-352119
A,000053,credit_card_fee,-3244
A,000053,customer_loyalty,-202
A,000053,equipment_lease,-108
A,000053,income _allowances,68872
A,000053,insurance,-2052
A,000053,it_maintenance,-191
A,000053,maintenance,-3066
A,000053,materials,-2827
A,000053,net_sales,420156
A,000053,others,-895
A,000053,others_incomes,275
A,000053,re_incomes,1259
A,000053,rent,-7924
A,000053,shrinkage,-13420
A,000053,third_party_service,-255
A,000053,transportation_cost,-5907
A,000053,utilities,-12290
A,000053,wage,-31019
A,000054,advertising,-3513
A,000054,cogs,-368356
A,000054,credit_card_fee,-3394
A,000054,customer_loyalty,-211
A,000054,equipment_lease,-108
A,000054,income _allowances,72047
A,000054,insurance,-1978
A,000054,it_maintenance,-191
A,000054,maintenance,-2756
A,000054,materials,-2957
A,000054,net_sales,439529
A,000054,others,-895
A,000054,others_incomes,298
A,000054,re_incomes,1259
A,000054,rent,-8574
A,000054,shrinkage,-14039
A,000054,third_party_service,-222
A,000054,transportation_cost,-6180
A,000054,utilities,-12726
A,000054,wage,-33355
A,000055,advertising,-3493
A,000055,cogs,-366286
A,000055,credit_card_fee,-3375
A,000055,customer_loyalty,-210
A,000055,equipment_lease,-108
A,000055,income _allowances,71642
A,000055,insurance,-1816
A,000055,it_maintenance,-191
A,000055,maintenance,-2859
A,000055,materials,-2941
A,000055,net_sales,437059
A,000055,others,-895
A,000055,others_incomes,289
A,000055,re_incomes,1259
A,000055,rent,-8318
A,000055,shrinkage,-13960
A,000055,third_party_service,-225
A,000055,transportation_cost,-6145
A,000055,utilities,-12788
A,000055,wage,-35518
A,000056,advertising,-3356
A,000056,cogs,-351871
A,000056,credit_card_fee,-3242
A,000056,customer_loyalty,-202
A,000056,equipment_lease,-108
A,000056,income _allowances,68823
A,000056,insurance,-2057
A,000056,it_maintenance,-191
A,000056,maintenance,-3172
A,000056,materials,-2825
A,000056,net_sales,419859
A,000056,others,-895
A,000056,others_incomes,277
A,000056,re_incomes,1259
A,000056,rent,-7811
A,000056,shrinkage,-13411
A,000056,third_party_service,-271
A,000056,transportation_cost,-5903
A,000056,utilities,-12300
A,000056,wage,-30873
A,000057,advertising,-1411
A,000057,cogs,-148010
A,000057,credit_card_fee,-1363
A,000057,customer_loyalty,-85
A,000057,equipment_lease,-108
A,000057,income _allowances,28949
A,000057,insurance,-995
A,000057,it_maintenance,-191
A,000057,maintenance,-1938
A,000057,materials,-1188
A,000057,net_sales,176608
A,000057,others,-895
A,000057,others_incomes,239
A,000057,re_incomes,1259
A,000057,rent,-3929
A,000057,shrinkage,-5640
A,000057,third_party_service,-209
A,000057,transportation_cost,-2483
A,000057,utilities,-8927
A,000057,wage,-19123
A,000058,advertising,-1585
A,000058,cogs,-166271
A,000058,credit_card_fee,-1532
A,000058,customer_loyalty,-95
A,000058,equipment_lease,-108
A,000058,income _allowances,32521
A,000058,insurance,-1021
A,000058,it_maintenance,-191
A,000058,maintenance,-1845
A,000058,materials,-1335
A,000058,net_sales,198398
A,000058,others,-895
A,000058,others_incomes,270
A,000058,re_incomes,1259
A,000058,rent,-3860
A,000058,shrinkage,-6337
A,000058,third_party_service,-173
A,000058,transportation_cost,-2789
A,000058,utilities,-9587
A,000058,wage,-19552
A,000059,advertising,-1757
A,000059,cogs,-184249
A,000059,credit_card_fee,-1697
A,000059,customer_loyalty,-105
A,000059,equipment_lease,-108
A,000059,income _allowances,36037
A,000059,insurance,-897
A,000059,it_maintenance,-191
A,000059,maintenance,-2066
A,000059,materials,-1479
A,000059,net_sales,219850
A,000059,others,-895
A,000059,others_incomes,367
A,000059,re_incomes,1259
A,000059,rent,-4407
A,000059,shrinkage,-7022
A,000059,third_party_service,-162
A,000059,transportation_cost,-3091
A,000059,utilities,-9663
A,000059,wage,-20761
A,000060,advertising,-1541
A,000060,cogs,-161663
A,000060,credit_card_fee,-1489
A,000060,customer_loyalty,-93
A,000060,equipment_lease,-108
A,000060,income _allowances,31620
A,000060,insurance,-1107
A,000060,it_maintenance,-191
A,000060,maintenance,-1967
A,000060,materials,-1298
A,000060,net_sales,192900
A,000060,others,-895
A,000060,others_incomes,242
A,000060,re_incomes,1259
A,000060,rent,-4207
A,000060,shrinkage,-6161
A,000060,third_party_service,-227
A,000060,transportation_cost,-2712
A,000060,utilities,-9282
A,000060,wage,-19485
A,000061,advertising,-1248
A,000061,cogs,-130898
A,000061,credit_card_fee,-1206
A,000061,customer_loyalty,-75
A,000061,equipment_lease,-108
A,000061,income _allowances,25602
A,000061,insurance,-786
A,000061,it_maintenance,-191
A,000061,maintenance,-1500
A,000061,materials,-1051
A,000061,net_sales,156190
A,000061,others,-895
A,000061,others_incomes,174
A,000061,re_incomes,1259
A,000061,rent,0
A,000061,shrinkage,-4988
A,000061,third_party_service,-158
A,000061,transportation_cost,-2196
A,000061,utilities,-6814
A,000061,wage,-15233
A,000062,advertising,-1300
A,000062,cogs,-136299
A,000062,credit_card_fee,-1256
A,000062,customer_loyalty,-78
A,000062,equipment_lease,-108
A,000062,income _allowances,26659
A,000062,insurance,-795
A,000062,it_maintenance,-191
A,000062,maintenance,-1488
A,000062,materials,-1094
A,000062,net_sales,162635
A,000062,others,-895
A,000062,others_incomes,161
A,000062,re_incomes,1259
A,000062,rent,0
A,000062,shrinkage,-5195
A,000062,third_party_service,-200
A,000062,transportation_cost,-2286
A,000062,utilities,-6621
A,000062,wage,-15618
A,000063,advertising,-1271
A,000063,cogs,-133315
A,000063,credit_card_fee,-1228
A,000063,customer_loyalty,-76
A,000063,equipment_lease,-108
A,000063,income _allowances,26075
A,000063,insurance,-690
A,000063,it_maintenance,-191
A,000063,maintenance,-1484
A,000063,materials,-1070
A,000063,net_sales,159074
A,000063,others,-895
A,000063,others_incomes,169
A,000063,re_incomes,1259
A,000063,rent,0
A,000063,shrinkage,-5080
A,000063,third_party_service,-197
A,000063,transportation_cost,-2236
A,000063,utilities,-6530
A,000063,wage,-15334
A,000064,advertising,-1271
A,000064,cogs,-133309
A,000064,credit_card_fee,-1228
A,000064,customer_loyalty,-76
A,000064,equipment_lease,-108
A,000064,income _allowances,26074
A,000064,insurance,-754
A,000064,it_maintenance,-191
A,000064,maintenance,-1488
A,000064,materials,-1070
A,000064,net_sales,159067
A,000064,others,-895
A,000064,others_incomes,165
A,000064,re_incomes,1259
A,000064,rent,0
A,000064,shrinkage,-5080
A,000064,third_party_service,-163
A,000064,transportation_cost,-2236
A,000064,utilities,-6463
A,000064,wage,-15258
A,000065,advertising,-4223
A,000065,cogs,-442810
A,000065,credit_card_fee,-4080
A,000065,customer_loyalty,-254
A,000065,equipment_lease,-108
A,000065,income _allowances,86610
A,000065,insurance,-2934
A,000065,it_maintenance,-191
A,000065,maintenance,-3174
A,000065,materials,-3555
A,000065,net_sales,528370
A,000065,others,-895
A,000065,others_incomes,362
A,000065,re_incomes,1259
A,000065,rent,-16312
A,000065,shrinkage,-16877
A,000065,third_party_service,-261
A,000065,transportation_cost,-7429
A,000065,utilities,-16575
A,000065,wage,-40934
A,000066,advertising,-4245
A,000066,cogs,-445100
A,000066,credit_card_fee,-4101
A,000066,customer_loyalty,-256
A,000066,equipment_lease,-108
A,000066,income _allowances,87058
A,000066,insurance,-2932
A,000066,it_maintenance,-191
A,000066,maintenance,-3300
A,000066,materials,-3573
A,000066,net_sales,531101
A,000066,others,-895
A,000066,others_incomes,353
A,000066,re_incomes,1259
A,000066,rent,-18649
A,000066,shrinkage,-16964
A,000066,third_party_service,-287
A,000066,transportation_cost,-7467
A,000066,utilities,-16282
A,000066,wage,-42250
A,000067,advertising,-4294
A,000067,cogs,-450246
A,000067,credit_card_fee,-4149
A,000067,customer_loyalty,-259
A,000067,equipment_lease,-108
A,000067,income _allowances,88064
A,000067,insurance,-2399
A,000067,it_maintenance,-191
A,000067,maintenance,-3010
A,000067,materials,-3615
A,000067,net_sales,537242
A,000067,others,-895
A,000067,others_incomes,401
A,000067,re_incomes,1259
A,000067,rent,-20151
A,000067,shrinkage,-17160
A,000067,third_party_service,-295
A,000067,transportation_cost,-7553
A,000067,utilities,-16506
A,000067,wage,-43323
A,000068,advertising,-4543
A,000068,cogs,-476323
A,000068,credit_card_fee,-4389
A,000068,customer_loyalty,-274
A,000068,equipment_lease,-108
A,000068,income _allowances,93165
A,000068,insurance,-3107
A,000068,it_maintenance,-191
A,000068,maintenance,-3285
A,000068,materials,-3824
A,000068,net_sales,568358
A,000068,others,-895
A,000068,others_incomes,376
A,000068,re_incomes,1259
A,000068,rent,-15618
A,000068,shrinkage,-18154
A,000068,third_party_service,-300
A,000068,transportation_cost,-7991
A,000068,utilities,-16651
A,000068,wage,-44207
A,000069,advertising,-5360
A,000069,cogs,-562048
A,000069,credit_card_fee,-5179
A,000069,customer_loyalty,-323
A,000069,equipment_lease,-108
A,000069,income _allowances,109932
A,000069,insurance,-3477
A,000069,it_maintenance,-191
A,000069,maintenance,-3633
A,000069,materials,-4512
A,000069,net_sales,670647
A,000069,others,-895
A,000069,others_incomes,514
A,000069,re_incomes,1259
A,000069,rent,-20009
A,000069,shrinkage,-21421
A,000069,third_party_service,-403
A,000069,transportation_cost,-9429
A,000069,utilities,-20705
A,000069,wage,-53125
A,000070,advertising,-5277
A,000070,cogs,-553332
A,000070,credit_card_fee,-5099
A,000070,customer_loyalty,-318
A,000070,equipment_lease,-108
A,000070,income _allowances,108227
A,000070,insurance,-3453
A,000070,it_maintenance,-191
A,000070,maintenance,-3780
A,000070,materials,-4442
A,000070,net_sales,660247
A,000070,others,-895
A,000070,others_incomes,540
A,000070,re_incomes,1259
A,000070,rent,-22267
A,000070,shrinkage,-21089
A,000070,third_party_service,-384
A,000070,transportation_cost,-9283
A,000070,utilities,-21065
A,000070,wage,-55413
A,000071,advertising,-5947
A,000071,cogs,-623572
A,000071,credit_card_fee,-5746
A,000071,customer_loyalty,-358
A,000071,equipment_lease,-108
A,000071,income _allowances,121966
A,000071,insurance,-3082
A,000071,it_maintenance,-191
A,000071,maintenance,-4199
A,000071,materials,-5006
A,000071,net_sales,744058
A,000071,others,-895
A,000071,others_incomes,625
A,000071,re_incomes,1259
A,000071,rent,-24425
A,000071,shrinkage,-23767
A,000071,third_party_service,-399
A,000071,transportation_cost,-10461
A,000071,utilities,-22937
A,000071,wage,-61393
A,000072,advertising,-5587
A,000072,cogs,-585829
A,000072,credit_card_fee,-5398
A,000072,customer_loyalty,-337
A,000072,equipment_lease,-108
A,000072,income _allowances,114583
A,000072,insurance,-3588
A,000072,it_maintenance,-191
A,000072,maintenance,-3981
A,000072,materials,-4703
A,000072,net_sales,699023
A,000072,others,-895
A,000072,others_incomes,532
A,000072,re_incomes,1259
A,000072,rent,-21198
A,000072,shrinkage,-22328
A,000072,third_party_service,-384
A,000072,transportation_cost,-9828
A,000072,utilities,-21419
A,000072,wage,-52697
A,000073,advertising,-1707
A,000073,cogs,-178997
A,000073,credit_card_fee,-1649
A,000073,customer_loyalty,-102
A,000073,equipment_lease,-108
A,000073,income _allowances,35010
A,000073,insurance,-1080
A,000073,it_maintenance,-191
A,000073,maintenance,-1922
A,000073,materials,-1437
A,000073,net_sales,213583
A,000073,others,-895
A,000073,others_incomes,230
A,000073,re_incomes,1259
A,000073,rent,-3479
A,000073,shrinkage,-6822
A,000073,third_party_service,-186
A,000073,transportation_cost,-3003
A,000073,utilities,-9095
A,000073,wage,-20460
A,000074,advertising,-1614
A,000074,cogs,-169261
A,000074,credit_card_fee,-1559
A,000074,customer_loyalty,-97
A,000074,equipment_lease,-108
A,000074,income _allowances,33106
A,000074,insurance,-1048
A,000074,it_maintenance,-191
A,000074,maintenance,-2032
A,000074,materials,-1359
A,000074,net_sales,201965
A,000074,others,-895
A,000074,others_incomes,230
A,000074,re_incomes,1259
A,000074,rent,-3262
A,000074,shrinkage,-6451
A,000074,third_party_service,-169
A,000074,transportation_cost,-2839
A,000074,utilities,-8514
A,000074,wage,-20644
A,000075,advertising,-1746
A,000075,cogs,-183113
A,000075,credit_card_fee,-1687
A,000075,customer_loyalty,-105
A,000075,equipment_lease,-108
A,000075,income _allowances,35815
A,000075,insurance,-947
A,000075,it_maintenance,-191
A,000075,maintenance,-2166
A,000075,materials,-1470
A,000075,net_sales,218494
A,000075,others,-895
A,000075,others_incomes,252
A,000075,re_incomes,1259
A,000075,rent,-3495
A,000075,shrinkage,-6979
A,000075,third_party_service,-181
A,000075,transportation_cost,-3072
A,000075,utilities,-9137
A,000075,wage,-21488
A,000076,advertising,-1767
A,000076,cogs,-185311
A,000076,credit_card_fee,-1707
A,000076,customer_loyalty,-106
A,000076,equipment_lease,-108
A,000076,income _allowances,36245
A,000076,insurance,-1127
A,000076,it_maintenance,-191
A,000076,maintenance,-2159
A,000076,materials,-1487
A,000076,net_sales,221116
A,000076,others,-895
A,000076,others_incomes,228
A,000076,re_incomes,1259
A,000076,rent,-3631
A,000076,shrinkage,-7062
A,000076,third_party_service,-183
A,000076,transportation_cost,-3109
A,000076,utilities,-9294
A,000076,wage,-20635
A,000077,advertising,-926
A,000077,cogs,-97123
A,000077,credit_card_fee,-895
A,000077,customer_loyalty,-55
A,000077,equipment_lease,-108
A,000077,income _allowances,18996
A,000077,insurance,-826
A,000077,it_maintenance,-191
A,000077,maintenance,-1521
A,000077,materials,-779
A,000077,net_sales,115889
A,000077,others,-895
A,000077,others_incomes,238
A,000077,re_incomes,1259
A,000077,rent,-1854
A,000077,shrinkage,-3701
A,000077,third_party_service,-179
A,000077,transportation_cost,-1629
A,000077,utilities,-7046
A,000077,wage,-14849
A,000078,advertising,-899
A,000078,cogs,-94338
A,000078,credit_card_fee,-869
A,000078,customer_loyalty,-54
A,000078,equipment_lease,-108
A,000078,income _allowances,18451
A,000078,insurance,-754
A,000078,it_maintenance,-191
A,000078,maintenance,-1717
A,000078,materials,-757
A,000078,net_sales,112566
A,000078,others,-895
A,000078,others_incomes,253
A,000078,re_incomes,1259
A,000078,rent,-1801
A,000078,shrinkage,-3595
A,000078,third_party_service,-165
A,000078,transportation_cost,-1582
A,000078,utilities,-7073
A,000078,wage,-15817
A,000079,advertising,-948
A,000079,cogs,-99480
A,000079,credit_card_fee,-916
A,000079,customer_loyalty,-57
A,000079,equipment_lease,-108
A,000079,income _allowances,19457
A,000079,insurance,-681
A,000079,it_maintenance,-191
A,000079,maintenance,-1893
A,000079,materials,-798
A,000079,net_sales,118702
A,000079,others,-895
A,000079,others_incomes,340
A,000079,re_incomes,1259
A,000079,rent,-1899
A,000079,shrinkage,-3790
A,000079,third_party_service,-148
A,000079,transportation_cost,-1669
A,000079,utilities,-7209
A,000079,wage,-15726
A,000080,advertising,-955
A,000080,cogs,-100128
A,000080,credit_card_fee,-922
A,000080,customer_loyalty,-57
A,000080,equipment_lease,-108
A,000080,income _allowances,19584
A,000080,insurance,-780
A,000080,it_maintenance,-191
A,000080,maintenance,-1660
A,000080,materials,-803
A,000080,net_sales,119475
A,000080,others,-895
A,000080,others_incomes,310
A,000080,re_incomes,1259
A,000080,rent,-1911
A,000080,shrinkage,-3815
A,000080,third_party_service,-150
A,000080,transportation_cost,-1679
A,000080,utilities,-7384
A,000080,wage,-15147
A,000081,advertising,-5127
A,000081,cogs,-537581
A,000081,credit_card_fee,-4954
A,000081,customer_loyalty,-309
A,000081,equipment_lease,-108
A,000081,income _allowances,105146
A,000081,insurance,-2905
A,000081,it_maintenance,-191
A,000081,maintenance,-3345
A,000081,materials,-4316
A,000081,net_sales,641452
A,000081,others,-895
A,000081,others_incomes,427
A,000081,re_incomes,1259
A,000081,rent,-9621
A,000081,shrinkage,-20489
A,000081,third_party_service,-373
A,000081,transportation_cost,-9019
A,000081,utilities,-18598
A,000081,wage,-49139
A,000082,advertising,-5036
A,000082,cogs,-527985
A,000082,credit_card_fee,-4865
A,000082,customer_loyalty,-303
A,000082,equipment_lease,-108
A,000082,income _allowances,103270
A,000082,insurance,-2659
A,000082,it_maintenance,-191
A,000082,maintenance,-3415
A,000082,materials,-4239
A,000082,net_sales,630002
A,000082,others,-895
A,000082,others_incomes,442
A,000082,re_incomes,1259
A,000082,rent,-9450
A,000082,shrinkage,-20123
A,000082,third_party_service,-360
A,000082,transportation_cost,-8858
A,000082,utilities,-17489
A,000082,wage,-47039
A,000083,advertising,-5024
A,000083,cogs,-526727
A,000083,credit_card_fee,-4854
A,000083,customer_loyalty,-303
A,000083,equipment_lease,-108
A,000083,income _allowances,103024
A,000083,insurance,-2398
A,000083,it_maintenance,-191
A,000083,maintenance,-3466
A,000083,materials,-4229
A,000083,net_sales,628501
A,000083,others,-895
A,000083,others_incomes,462
A,000083,re_incomes,1259
A,000083,rent,-9427
A,000083,shrinkage,-20075
A,000083,third_party_service,-361
A,000083,transportation_cost,-8837
A,000083,utilities,-17783
A,000083,wage,-47214
A,000084,advertising,-5280
A,000084,cogs,-553649
